Pos.,Giocatore,Nazione,Ruolo,Squadra,Età,Nato,PG,Tit,Min,90 min,Reti,Assist,R - Rig,Rigori,Rig T,Amm.,Esp.,Reti,Assist,R + A,R - Rig,R + A - Rig,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Partite
542,Hidde ter Avest\18f9dbd0,nl NED,Dif,Udinese,22,1997,20,6,686,7.6,0,0,0,0,0,1,0,000,000,000,000,000,0.2,0.2,0.6,07,002,007,010,002,010,Partite
543,Pietro Terracciano\e1b0a70d,it ITA,Por,Fiorentina,29,1990,7,7,624,6.9,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
544,Aleksa Terzić\3ef0a2d7,rs SRB,DifCen,Fiorentina,19,1999,2,0,8,0.1,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
545,Demba Thiam\0f47717b,sn SEN,Por,SPAL,21,1998,2,2,180,2.0,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
546,Morten Thorsby\d1b49282,no NOR,CenDif,Sampdoria,23,1996,24,21,1.865,20.7,1,1,1,0,0,9,1,005,005,010,005,010,1.4,1.4,1.2,26,007,006,013,007,013,Partite
547,Jeremy Toljan\a96e5dc0,de GER,Dif,Sassuolo,24,1994,29,25,2.186,24.3,1,2,1,0,0,8,0,004,008,012,004,012,0.8,0.8,2.5,33,003,010,014,003,014,Partite
548,Rafael Tolói\c56dc39e,it ITA,Dif,Atalanta,28,1990,33,29,2.608,29.0,2,6,2,0,0,11,0,007,021,028,007,028,2.5,2.5,1.8,43,009,006,015,009,015,Partite
549,Takehiro Tomiyasu\b3af9be1,jp JPN,Dif,Bologna,20,1998,29,29,2.528,28.1,1,3,1,0,0,8,0,004,011,014,004,014,1.0,1.0,1.1,21,003,004,007,003,007,Partite
550,Nenad Tomović\6aafdc27,rs SRB,Dif,SPAL,31,1987,23,20,1.755,19.5,0,1,0,0,0,5,1,000,005,005,000,005,0.7,0.7,0.3,10,003,002,005,003,005,Partite
551,Sandro Tonali\0db169ae,it ITA,Cen,Brescia,19,2000,35,34,3.014,33.5,1,7,1,0,0,9,0,003,021,024,003,024,1.0,1.0,5.4,63,003,016,019,003,019,Partite
552,Lorenzo Tonelli\8cc29864,it ITA,Dif,Sampdoria,29,1990,9,9,702,7.8,0,0,0,0,0,4,0,000,000,000,000,000,0.3,0.3,0.0,03,004,000,004,004,004,Partite
553,Ernesto Torregrossa\bf39bdec,it ITA,Att,Brescia,27,1992,25,22,1.844,20.5,7,3,5,2,2,8,0,034,015,049,024,039,7.4,5.8,2.7,86,036,013,049,029,042,Partite
554,Luca Tremolada\ed65da8c,it ITA,Cen,Brescia,27,1991,1,0,15,0.2,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
555,Alessandro Tripaldelli\4571fa88,it ITA,Dif,Sassuolo,20,1999,2,1,135,1.5,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
556,William Troost-Ekong\7ed4921e,ng NGA,Dif,Udinese,25,1993,30,29,2.576,28.6,0,0,0,0,0,5,0,000,000,000,000,000,0.7,0.7,0.1,07,002,000,003,002,003,Partite
557,Georgi Tunjov\7aa84ac5,ee EST,Cen,SPAL,18,2001,10,3,284,3.2,0,0,0,0,0,0,0,000,000,000,000,000,0.4,0.4,0.1,06,014,003,017,014,017,Partite
558,Stefano Turati\bf168004,it ITA,Por,Sassuolo,17,2001,2,2,180,2.0,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
559,Gennaro Tutino\8b303bcb,it ITA,Att,Hellas Verona,22,1996,6,2,225,2.5,0,0,0,0,0,0,0,000,000,000,000,000,0.2,0.2,0.0,02,008,001,008,008,008,Partite
560,Samir Ujkani\96640846,xk KVX,Por,Torino,31,1988,1,1,90,1.0,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
561,Cengiz Ünder\1880614f,tr TUR,Att,Roma,22,1997,18,10,873,9.7,3,0,3,0,0,2,0,031,000,031,031,031,1.9,1.9,2.6,45,020,026,046,020,046,Partite
562,Mirko Valdifiori\c710f7d5,it ITA,Cen,SPAL,33,1986,22,15,1.400,15.6,0,3,0,0,0,5,0,000,019,019,000,019,0.1,0.1,1.9,19,001,012,012,001,012,Partite
563,Borja Valero\0e21fc3c,es ESP,Cen,Inter,34,1985,19,9,931,10.3,2,0,2,0,0,4,0,019,000,019,019,019,1.5,1.5,1.3,28,015,012,027,015,027,Partite
564,Mattia Valoti\c414df9d,it ITA,CenAtt,SPAL,25,1993,27,18,1.527,17.0,3,1,3,0,0,7,0,018,006,024,018,024,3.3,3.3,1.0,43,020,006,026,020,026,Partite
565,Denis Vavro\08990838,sk SVK,Dif,Lazio,23,1996,11,1,328,3.6,0,0,0,0,0,0,0,000,000,000,000,000,0.2,0.2,0.0,02,004,000,004,004,004,Partite
566,Matías Vecino\44ac04e9,uy URU,Cen,Inter,27,1991,20,14,1.282,14.2,2,2,2,0,0,4,0,014,014,028,014,028,3.2,3.2,1.2,44,022,009,031,022,031,Partite
567,Miguel Veloso\ab1ca213,pt POR,Cen,Hellas Verona,33,1986,34,32,2.811,31.2,3,4,3,0,0,6,0,010,013,022,010,022,2.1,2.1,5.0,71,007,017,023,007,023,Partite
568,Lorenzo Venuti\983ff2c7,it ITA,Dif,Fiorentina,24,1995,16,10,858,9.5,0,1,0,0,0,4,0,000,010,010,000,010,0.4,0.4,0.7,11,005,007,012,005,012,Partite
569,Brayan Vera\80c718dd,co COL,DifCen,Lecce,20,1999,8,1,155,1.7,0,1,0,0,0,0,0,000,058,058,000,058,0.1,0.1,0.2,02,005,009,014,005,014,Partite
570,Simone Verdi\0375723e,it ITA,CenAtt,Torino,27,1992,33,26,2.073,23.0,2,6,2,0,0,4,0,009,026,035,009,035,4.2,4.2,3.3,74,018,014,032,018,032,Partite
571,Jordan Veretout\4a56052c,fr FRA,Cen,Roma,26,1993,33,30,2.629,29.2,6,0,1,5,5,6,0,021,000,021,003,003,4.8,1.0,2.6,36,017,009,025,004,012,Partite
572,Valerio Verre\33ecf462,it ITA,AttCen,Hellas Verona,25,1994,32,22,1.774,19.7,3,2,1,2,2,4,0,015,010,025,005,015,5.6,4.1,2.9,69,028,014,043,021,035,Partite
573,Francesco Vicari\de045b15,it ITA,Dif,SPAL,24,1994,34,33,2.898,32.2,0,0,0,0,0,4,0,000,000,000,000,000,0.2,0.2,0.2,05,001,001,001,001,001,Partite
574,Ronaldo Vieira\75e60d75,gw GNB,Cen,Sampdoria,21,1998,27,20,1.819,20.2,0,1,0,0,0,11,1,000,005,005,000,005,1.4,1.4,1.1,25,007,005,012,007,012,Partite
575,Mauro Vigorito\582a251c,it ITA,Por,Lecce,29,1990,5,4,423,4.7,0,0,0,0,0,1,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
576,Gonzalo Villar\bdc74a8f,es ESP,Cen,Roma,21,1998,9,2,299,3.3,0,0,0,0,0,3,0,000,000,000,000,000,0.9,0.9,0.1,10,026,004,030,026,030,Partite
577,Luigi Vitale\fe479e17,it ITA,Dif,Hellas Verona,31,1987,2,0,41,0.5,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
578,Mattia Viviani\360b2bb1,it ITA,Cen,Brescia,18,2000,8,3,344,3.8,0,0,0,0,0,0,0,000,000,000,000,000,0.1,0.1,0.4,05,003,011,014,003,014,Partite
579,Dušan Vlahović\79443529,rs SRB,Att,Fiorentina,19,2000,30,13,1.499,16.7,6,0,5,1,1,4,1,036,000,036,030,030,7.9,7.1,1.2,84,047,007,055,043,050,Partite
580,Stefan de Vrij\d0d8dd44,nl NED,Dif,Inter,27,1992,34,32,2.830,31.4,4,3,4,0,0,5,0,013,010,022,013,022,1.8,1.8,0.7,25,006,002,008,006,008,Partite
581,Giacomo Vrioni\bf4d31d3,al ALB,Att,Juventus,20,1998,1,0,12,0.1,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
582,Walace\26db8853,br BRA,Cen,Udinese,24,1995,20,12,1.139,12.7,0,0,0,0,0,2,0,000,000,000,000,000,0.9,0.9,0.3,12,007,003,009,007,009,Partite
583,Sebastian Walukiewicz\217875a4,pl POL,Dif,Cagliari,19,2000,14,13,1.165,12.9,0,0,0,0,0,1,0,000,000,000,000,000,0.1,0.1,0.1,01,000,001,001,000,001,Partite
584,Jawad El Yamiq\f6f6b6e8,ma MAR,Dif,Genoa,27,1992,3,2,197,2.2,0,0,0,0,0,1,0,000,000,000,000,000,0.0,0.0,0.0,01,001,002,003,001,003,Partite
585,Maya Yoshida\caffaf5a,jp JPN,Dif,Sampdoria,30,1988,14,13,1.187,13.2,0,1,0,0,0,1,0,000,008,008,000,008,0.2,0.2,0.6,08,002,005,006,002,006,Partite
586,Amin Younes\228f73ae,de GER,AttCen,Napoli,25,1993,9,1,176,2.0,1,0,1,0,0,1,0,051,000,051,051,051,0.9,0.9,0.3,13,048,017,064,048,064,Partite
587,Ashley Young\be927d03,eng ENG,Dif,Inter,34,1985,18,13,1.185,13.2,4,4,4,0,0,1,0,030,030,061,030,061,1.2,1.2,3.1,43,009,024,033,009,033,Partite
588,Mattia Zaccagni\d85c238b,it ITA,AttCen,Hellas Verona,24,1995,34,26,2.114,23.5,2,5,2,0,0,5,0,009,021,030,009,030,3.6,3.6,3.1,66,015,013,028,015,028,Partite
589,Luca Zanimacchia\5e834dce,it ITA,Att,Juventus,21,1998,2,1,120,1.3,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.1,01,002,006,008,002,008,Partite
590,Nicolò Zaniolo\9907b1c8,it ITA,AttCen,Roma,20,1999,26,16,1.503,16.7,6,2,6,0,0,8,0,036,012,048,036,048,3.9,3.9,3.2,70,023,019,042,023,042,Partite
591,Cristián Zapata\b1deecf8,co COL,Dif,Genoa,32,1986,20,19,1.718,19.1,1,0,1,0,0,4,0,005,000,005,005,005,0.7,0.7,0.7,14,004,004,007,004,007,Partite
592,Duván Zapata\d3de9af0,co COL,Att,Atalanta,28,1991,28,25,2.026,22.5,18,6,17,1,1,1,0,080,027,107,076,102,14.1,13.4,4.5,179,063,020,083,059,080,Partite
593,Davide Zappacosta\7fe90ccd,it ITA,Dif,Roma,27,1992,9,3,452,5.0,0,1,0,0,0,0,0,000,020,020,000,020,0.5,0.5,0.6,10,009,012,021,009,021,Partite
594,Simone Zaza\9592289a,it ITA,Att,Torino,28,1991,24,16,1.640,18.2,6,1,6,0,0,7,0,033,005,038,033,038,5.7,5.7,1.6,73,031,009,040,031,040,Partite
595,Marvin Zeegelaar\8abd0c03,nl NED,Dif,Udinese,28,1990,13,6,593,6.6,0,1,0,0,0,3,0,000,015,015,000,015,0.0,0.0,0.5,05,000,007,007,000,007,Partite
596,Piotr Zieliński\a5296e55,pl POL,Cen,Napoli,25,1994,37,32,2.924,32.5,2,4,2,0,0,4,0,006,012,018,006,018,4.0,4.0,3.9,78,012,012,024,012,024,Partite
597,Jaromír Zmrhal\cbec1196,cz CZE,Cen,Brescia,25,1993,21,11,1.125,12.5,2,0,2,0,0,0,0,016,000,016,016,016,1.0,1.0,0.5,15,008,004,012,008,012,Partite
598,Ervin Zukanović\1253a12e,ba BIH,Dif,SPAL,32,1987,3,2,204,2.3,0,0,0,0,0,1,0,000,000,000,000,000,0.0,0.0,0.0,00,001,000,001,001,001,Partite
599,Szymon Żurkowski\4e1d5e59,pl POL,Cen,Fiorentina,21,1997,2,0,12,0.1,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.0,00,028,000,028,028,028,Partite
600,Filip Đuričić\eccbe56a,rs SRB,CenAtt,Sassuolo,27,1992,29,19,1.633,18.1,5,5,5,0,0,6,0,028,028,055,028,055,3.3,3.3,4.2,75,018,023,041,018,041,Partite
